Organism,Country,Year,Prophet_Forecast_%,Prophet_CI_Lower_%,Prophet_CI_Upper_%
Klebsiella pneumoniae,Argentina,2025.0,81.23,70.54,92.42
Klebsiella pneumoniae,Argentina,2026.0,83.19,72.44,94.66
Klebsiella pneumoniae,Argentina,2027.0,85.15,74.45,97.84
Klebsiella pneumoniae,Argentina,2028.0,87.11,76.84,98.12
Klebsiella pneumoniae,Argentina,2029.0,89.08,77.26,100.0
Klebsiella pneumoniae,Argentina,2030.0,91.04,78.1,100.0
Klebsiella pneumoniae,Australia,2025.0,11.95,0.22,23.81
Klebsiella pneumoniae,Australia,2026.0,11.77,0.0,23.87
Klebsiella pneumoniae,Australia,2027.0,11.58,0.0,24.18
Klebsiella pneumoniae,Australia,2028.0,11.39,0.0,22.98
Klebsiella pneumoniae,Australia,2029.0,11.21,0.0,23.04
Klebsiella pneumoniae,Australia,2030.0,11.02,0.01,25.24
Klebsiella pneumoniae,Belgium,2025.0,52.19,38.26,65.2
Klebsiella pneumoniae,Belgium,2026.0,54.01,40.19,67.45
Klebsiella pneumoniae,Belgium,2027.0,55.84,44.15,70.56
Klebsiella pneumoniae,Belgium,2028.0,57.66,44.08,70.68
Klebsiella pneumoniae,Belgium,2029.0,59.48,46.61,73.75
Klebsiella pneumoniae,Belgium,2030.0,61.31,46.53,76.47
Klebsiella pneumoniae,Brazil,2025.0,78.08,67.69,89.05
Klebsiella pneumoniae,Brazil,2026.0,79.13,68.96,89.3
Klebsiella pneumoniae,Brazil,2027.0,80.18,70.84,90.14
Klebsiella pneumoniae,Brazil,2028.0,81.22,71.76,90.85
Klebsiella pneumoniae,Brazil,2029.0,82.27,73.14,91.57
Klebsiella pneumoniae,Brazil,2030.0,83.32,74.0,93.62
Klebsiella pneumoniae,Canada,2025.0,26.87,17.62,37.11
Klebsiella pneumoniae,Canada,2026.0,27.93,18.24,38.93
Klebsiella pneumoniae,Canada,2027.0,28.99,18.06,39.38
Klebsiella pneumoniae,Canada,2028.0,30.05,19.52,40.94
Klebsiella pneumoniae,Canada,2029.0,31.11,21.98,41.54
Klebsiella pneumoniae,Canada,2030.0,32.17,20.81,41.44
Klebsiella pneumoniae,Chile,2025.0,86.89,66.91,100.0
Klebsiella pneumoniae,Chile,2026.0,88.66,68.85,100.0
Klebsiella pneumoniae,Chile,2027.0,90.44,71.61,100.0
Klebsiella pneumoniae,Chile,2028.0,92.21,72.79,100.0
Klebsiella pneumoniae,Chile,2029.0,93.99,74.6,100.0
Klebsiella pneumoniae,Chile,2030.0,95.76,75.85,100.0
Klebsiella pneumoniae,China,2025.0,60.48,42.56,80.54
Klebsiella pneumoniae,China,2026.0,60.87,42.34,78.5
Klebsiella pneumoniae,China,2027.0,61.26,40.24,78.35
Klebsiella pneumoniae,China,2028.0,61.66,42.29,79.75
Klebsiella pneumoniae,China,2029.0,62.05,44.36,81.02
Klebsiella pneumoniae,China,2030.0,62.45,39.89,82.0
Klebsiella pneumoniae,Colombia,2025.0,71.09,48.43,93.17
Klebsiella pneumoniae,Colombia,2026.0,73.28,51.04,96.37
Klebsiella pneumoniae,Colombia,2027.0,75.46,52.73,97.08
Klebsiella pneumoniae,Colombia,2028.0,77.65,55.71,99.25
Klebsiella pneumoniae,Colombia,2029.0,79.85,60.18,100.0
Klebsiella pneumoniae,Colombia,2030.0,82.03,60.55,100.0
Klebsiella pneumoniae,Croatia,2025.0,85.49,74.53,97.72
Klebsiella pneumoniae,Croatia,2026.0,87.23,75.15,99.22
Klebsiella pneumoniae,Croatia,2027.0,88.97,77.05,100.0
Klebsiella pneumoniae,Croatia,2028.0,90.71,78.93,100.0
Klebsiella pneumoniae,Croatia,2029.0,92.46,80.07,100.0
Klebsiella pneumoniae,Croatia,2030.0,94.2,80.49,100.0
Klebsiella pneumoniae,Czech Republic,2025.0,63.72,48.51,80.32
Klebsiella pneumoniae,Czech Republic,2026.0,63.73,48.91,80.85
Klebsiella pneumoniae,Czech Republic,2027.0,63.73,48.78,81.16
Klebsiella pneumoniae,Czech Republic,2028.0,63.74,49.58,78.22
Klebsiella pneumoniae,Czech Republic,2029.0,63.74,46.65,79.65
Klebsiella pneumoniae,Czech Republic,2030.0,63.75,47.62,77.65
Klebsiella pneumoniae,Denmark,2025.0,23.72,12.7,36.2
Klebsiella pneumoniae,Denmark,2026.0,24.31,12.6,36.62
Klebsiella pneumoniae,Denmark,2027.0,24.9,13.19,37.12
Klebsiella pneumoniae,Denmark,2028.0,25.49,13.23,38.35
Klebsiella pneumoniae,Denmark,2029.0,26.08,13.97,37.54
Klebsiella pneumoniae,Denmark,2030.0,26.67,13.21,37.88
Klebsiella pneumoniae,France,2025.0,54.82,45.33,64.2
Klebsiella pneumoniae,France,2026.0,56.96,47.01,66.91
Klebsiella pneumoniae,France,2027.0,59.09,49.75,68.35
Klebsiella pneumoniae,France,2028.0,61.22,50.03,70.64
Klebsiella pneumoniae,France,2029.0,63.36,52.96,74.63
Klebsiella pneumoniae,France,2030.0,65.5,54.97,75.01
Klebsiella pneumoniae,Germany,2025.0,39.23,23.78,54.1
Klebsiella pneumoniae,Germany,2026.0,40.65,25.7,56.42
Klebsiella pneumoniae,Germany,2027.0,42.07,28.23,57.82
Klebsiella pneumoniae,Germany,2028.0,43.5,28.39,58.94
Klebsiella pneumoniae,Germany,2029.0,44.92,28.53,58.4
Klebsiella pneumoniae,Germany,2030.0,46.35,30.66,62.16
Klebsiella pneumoniae,Greece,2025.0,88.76,77.13,100.0
Klebsiella pneumoniae,Greece,2026.0,89.94,78.28,100.0
Klebsiella pneumoniae,Greece,2027.0,91.11,78.82,100.0
Klebsiella pneumoniae,Greece,2028.0,92.29,80.7,100.0
Klebsiella pneumoniae,Greece,2029.0,93.47,81.36,100.0
Klebsiella pneumoniae,Greece,2030.0,94.65,82.14,100.0
Klebsiella pneumoniae,Hungary,2025.0,50.31,33.41,67.27
Klebsiella pneumoniae,Hungary,2026.0,49.02,31.74,64.17
Klebsiella pneumoniae,Hungary,2027.0,47.74,30.27,63.32
Klebsiella pneumoniae,Hungary,2028.0,46.45,29.38,64.65
Klebsiella pneumoniae,Hungary,2029.0,45.17,28.3,61.39
Klebsiella pneumoniae,Hungary,2030.0,43.88,27.95,60.57
Klebsiella pneumoniae,India,2025.0,80.17,71.93,88.69
Klebsiella pneumoniae,India,2026.0,80.08,70.93,88.26
Klebsiella pneumoniae,India,2027.0,79.98,71.56,88.96
Klebsiella pneumoniae,India,2028.0,79.88,71.18,89.41
Klebsiella pneumoniae,India,2029.0,79.78,71.79,88.45
Klebsiella pneumoniae,India,2030.0,79.69,70.35,87.45
Klebsiella pneumoniae,Ireland,2025.0,24.48,11.93,37.08
Klebsiella pneumoniae,Ireland,2026.0,24.82,11.99,37.44
Klebsiella pneumoniae,Ireland,2027.0,25.15,11.51,38.59
Klebsiella pneumoniae,Ireland,2028.0,25.48,13.32,39.26
Klebsiella pneumoniae,Ireland,2029.0,25.81,11.62,38.9
Klebsiella pneumoniae,Ireland,2030.0,26.14,12.22,39.55
Klebsiella pneumoniae,Israel,2025.0,62.14,52.99,71.94
Klebsiella pneumoniae,Israel,2026.0,62.41,52.47,72.7
Klebsiella pneumoniae,Israel,2027.0,62.68,53.02,72.56
Klebsiella pneumoniae,Israel,2028.0,62.96,52.42,72.87
Klebsiella pneumoniae,Israel,2029.0,63.23,53.94,74.75
Klebsiella pneumoniae,Israel,2030.0,63.5,53.26,74.13
Klebsiella pneumoniae,Italy,2025.0,81.31,65.87,97.62
Klebsiella pneumoniae,Italy,2026.0,83.66,68.71,98.3
Klebsiella pneumoniae,Italy,2027.0,86.01,70.17,100.0
Klebsiella pneumoniae,Italy,2028.0,88.36,70.42,100.0
Klebsiella pneumoniae,Italy,2029.0,90.72,75.48,100.0
Klebsiella pneumoniae,Italy,2030.0,93.07,76.48,100.0
Klebsiella pneumoniae,"Korea, South",2025.0,43.89,27.04,60.01
Klebsiella pneumoniae,"Korea, South",2026.0,44.82,28.41,60.99
Klebsiella pneumoniae,"Korea, South",2027.0,45.76,30.72,62.19
Klebsiella pneumoniae,"Korea, South",2028.0,46.69,29.39,62.93
Klebsiella pneumoniae,"Korea, South",2029.0,47.63,28.66,65.26
Klebsiella pneumoniae,"Korea, South",2030.0,48.57,32.95,65.91
Klebsiella pneumoniae,Mexico,2025.0,89.85,73.88,100.0
Klebsiella pneumoniae,Mexico,2026.0,92.93,78.95,100.0
Klebsiella pneumoniae,Mexico,2027.0,96.0,81.16,100.0
Klebsiella pneumoniae,Mexico,2028.0,99.08,85.71,100.0
Klebsiella pneumoniae,Mexico,2029.0,100.0,85.46,100.0
Klebsiella pneumoniae,Mexico,2030.0,100.0,90.28,100.0
Klebsiella pneumoniae,Poland,2025.0,83.21,72.74,93.99
Klebsiella pneumoniae,Poland,2026.0,83.94,73.12,94.83
Klebsiella pneumoniae,Poland,2027.0,84.67,73.28,96.55
Klebsiella pneumoniae,Poland,2028.0,85.41,74.92,96.05
Klebsiella pneumoniae,Poland,2029.0,86.14,75.25,96.88
Klebsiella pneumoniae,Poland,2030.0,86.87,75.85,97.31
Klebsiella pneumoniae,Portugal,2025.0,65.2,50.12,80.38
Klebsiella pneumoniae,Portugal,2026.0,66.7,51.06,80.74
Klebsiella pneumoniae,Portugal,2027.0,68.19,52.56,81.47
Klebsiella pneumoniae,Portugal,2028.0,69.69,57.01,84.91
Klebsiella pneumoniae,Portugal,2029.0,71.19,59.51,85.04
Klebsiella pneumoniae,Portugal,2030.0,72.69,58.54,85.96
Klebsiella pneumoniae,Romania,2025.0,60.38,46.56,73.52
Klebsiella pneumoniae,Romania,2026.0,58.97,43.64,73.67
Klebsiella pneumoniae,Romania,2027.0,57.56,44.15,71.24
Klebsiella pneumoniae,Romania,2028.0,56.15,42.03,68.57
Klebsiella pneumoniae,Romania,2029.0,54.73,40.59,68.81
Klebsiella pneumoniae,Romania,2030.0,53.32,39.48,66.21
Klebsiella pneumoniae,Spain,2025.0,49.32,39.19,59.36
Klebsiella pneumoniae,Spain,2026.0,50.73,40.23,61.23
Klebsiella pneumoniae,Spain,2027.0,52.14,42.52,61.96
Klebsiella pneumoniae,Spain,2028.0,53.56,42.61,63.04
Klebsiella pneumoniae,Spain,2029.0,54.97,44.38,66.29
Klebsiella pneumoniae,Spain,2030.0,56.38,44.51,66.43
Klebsiella pneumoniae,Taiwan,2025.0,56.67,36.84,75.04
Klebsiella pneumoniae,Taiwan,2026.0,58.33,40.49,77.91
Klebsiella pneumoniae,Taiwan,2027.0,59.98,42.27,79.54
Klebsiella pneumoniae,Taiwan,2028.0,61.63,42.28,81.89
Klebsiella pneumoniae,Taiwan,2029.0,63.29,44.89,83.05
Klebsiella pneumoniae,Taiwan,2030.0,64.95,46.24,83.56
Klebsiella pneumoniae,Turkey,2025.0,96.38,78.27,100.0
Klebsiella pneumoniae,Turkey,2026.0,100.0,82.32,100.0
Klebsiella pneumoniae,Turkey,2027.0,100.0,87.14,100.0
Klebsiella pneumoniae,Turkey,2028.0,100.0,87.77,100.0
Klebsiella pneumoniae,Turkey,2029.0,100.0,91.87,100.0
Klebsiella pneumoniae,Turkey,2030.0,100.0,97.76,100.0
Klebsiella pneumoniae,United Kingdom,2025.0,51.67,38.98,65.3
Klebsiella pneumoniae,United Kingdom,2026.0,54.15,41.58,67.12
Klebsiella pneumoniae,United Kingdom,2027.0,56.64,43.23,69.95
Klebsiella pneumoniae,United Kingdom,2028.0,59.12,45.5,72.16
Klebsiella pneumoniae,United Kingdom,2029.0,61.6,48.9,74.82
Klebsiella pneumoniae,United Kingdom,2030.0,64.09,51.43,76.57
Klebsiella pneumoniae,United States,2025.0,31.05,17.77,43.19
Klebsiella pneumoniae,United States,2026.0,31.95,19.58,44.41
Klebsiella pneumoniae,United States,2027.0,32.85,19.99,45.55
Klebsiella pneumoniae,United States,2028.0,33.75,22.13,46.28
Klebsiella pneumoniae,United States,2029.0,34.65,21.31,47.33
Klebsiella pneumoniae,United States,2030.0,35.55,22.63,48.08
Acinetobacter baumannii,Croatia,2025.0,99.87,96.28,100.0
Acinetobacter baumannii,Croatia,2026.0,100.0,96.08,100.0
Acinetobacter baumannii,Croatia,2027.0,100.0,96.02,100.0
Acinetobacter baumannii,Croatia,2028.0,100.0,96.8,100.0
